feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,target_x,target_y,scenario_id
2.789870500564575,0.8207446336746216,-1.869786024093628,0.01323742140084505,0.45252418518066406,0.15017685294151306,0.005783505272120237,116.74283599853516,73.30078887939453,789.8876953125,0.1,0.1,1.0
2.771566867828369,0.7928020358085632,-1.860763430595398,0.030892880633473396,0.45264115929603577,0.1436706781387329,0.003881474956870079,117.13318634033203,73.37735748291016,789.8029174804688,0.1,0.1,1.0
2.7821786403656006,0.804050624370575,-1.8702144622802734,0.04152309522032738,0.4496994614601135,0.14572106301784515,0.007023293524980545,116.91100311279297,73.12284088134766,788.7425537109375,0.1,0.1,1.0
2.7748165130615234,0.7951061725616455,-1.8137478828430176,0.040577132254838943,0.45449891686439514,0.14734497666358948,0.004797719419002533,116.72340393066406,73.22737884521484,788.7559204101562,0.1,0.1,1.0
2.7735650539398193,0.8317223787307739,-1.8534897565841675,-0.008427219465374947,0.4581744968891144,0.14707592129707336,0.008407583460211754,116.33614349365234,73.38349151611328,787.189697265625,0.1,0.1,1.0
2.778318166732788,0.778747022151947,-1.8121685981750488,0.07017086446285248,0.4551691710948944,0.14746394753456116,0.004558105953037739,116.31515502929688,73.03998565673828,787.7057495117188,0.1,0.1,1.0
2.8027279376983643,0.8444896936416626,-1.8103270530700684,0.003946579527109861,0.45126718282699585,0.15329968929290771,0.010423194617033005,116.36622619628906,73.28201293945312,790.3878784179688,0.1,0.1,1.0
2.772134780883789,0.7823723554611206,-1.8085875511169434,0.03939957916736603,0.452457070350647,0.14947302639484406,0.0042084865272045135,116.59732055664062,73.3935546875,790.097412109375,0.1,0.1,1.0
2.7745749950408936,0.788078784942627,-1.845597267150879,0.047539856284856796,0.4523811340332031,0.1399776041507721,0.0020668262150138617,117.04943084716797,73.26425170898438,789.40185546875,0.1,0.1,1.0
2.787611246109009,0.8099434971809387,-1.8611778020858765,0.03934197127819061,0.4525015354156494,0.14421361684799194,0.005248046945780516,117.08882141113281,73.38397216796875,791.3375244140625,0.1,0.1,1.0
2.765000104904175,0.7739636898040771,-1.8367267847061157,0.059188373386859894,0.45497268438339233,0.14140328764915466,0.006748573388904333,116.75875091552734,73.31937408447266,789.96630859375,0.1,0.1,1.0
2.761442184448242,0.7742993831634521,-1.842503547668457,0.053225092589855194,0.4537535607814789,0.14131686091423035,0.006857300642877817,116.78177642822266,73.22501373291016,789.8803100585938,0.1,0.1,1.0
2.7544333934783936,0.7756006121635437,-1.8312053680419922,0.049623940140008926,0.4515002369880676,0.1428527981042862,0.004051046911627054,116.92439270019531,73.25598907470703,790.1355590820312,0.1,0.1,1.0
